protein,degree,clustering_coeff,betweenness,closeness,pagerank,eigenvector_centrality,avg_neighbor_degree,k_core,n_complexes,mean_complex_size,max_complex_size,co_complex_degree,co_complex_clustering,label
YBR024W,4,0.16666666666666666,0.00021897848867945792,0.24981858420043174,0.00012631109356051032,0.00039637120614543234,19.25,3,0,0.0,0.0,0,0.0,1
YBR037C,3,0.3333333333333333,1.0294439276884016e-05,0.20949357828461349,0.00011078616569488119,2.161222397056075e-05,6.333333333333333,3,0,0.0,0.0,0,0.0,0
YER154W,6,0.0,0.00045405711808890834,0.24856632964664527,0.00021552796498919104,0.00039397758882409435,23.333333333333332,3,0,0.0,0.0,0,0.0,0
Q0275,1,0.0,0.0,0.1987524495436428,5.985133015766139e-05,9.651320893541014e-06,6.0,1,3,26.333333333333332,56.0,56,0.9707792207792207,0
YBL056W,26,0.06461538461538462,0.0003891599286877669,0.30870087377035593,0.00041045263250893163,0.026098955071081727,42.84615384615385,15,0,0.0,0.0,0,0.0,0
YBR217W,91,0.03076923076923077,0.009188606884231756,0.339964904700669,0.0013901986096445337,0.08794968859729027,41.8021978021978,17,1,3.0,3.0,2,1.0,0
YDR523C,45,0.044444444444444446,0.0010234641793572842,0.3232453192235869,0.0006371823567836752,0.059533314068052456,54.0,17,0,0.0,0.0,0,0.0,0
YOR101W,6,0.13333333333333333,0.00021138580324963355,0.25580279769397085,0.0001707330494437152,0.0021622979095993968,21.833333333333332,4,1,11.0,11.0,10,1.0,0
YOR351C,40,0.052564102564102565,0.0012021818084982636,0.31845634743118556,0.0005882231647687733,0.058393483150812456,62.3,17,0,0.0,0.0,0,0.0,0
YAL001C,1,0.0,0.0,0.19868937104971854,5.541020995039515e-05,1.2936037009227666e-05,8.0,1,4,84.75,195.0,255,0.7764397097421646,1
YBR123C,8,0.07142857142857142,0.002437200764366507,0.2484676775338719,0.00024581523598205446,0.0005280661595273638,8.625,5,4,84.75,195.0,255,0.7764397097421646,1
YAL002W,8,0.32142857142857145,0.00014308365453383532,0.2829903365380413,0.0001511376105679011,0.009151354243604698,50.5,5,2,6.5,7.0,7,0.9047619047619048,0
YCL018W,156,0.024400330851943756,0.012121959323459637,0.3644301081314309,0.002146659392386727,0.15529227474612248,40.782051282051285,17,0,0.0,0.0,0,0.0,0
YDR171W,61,0.023497267759562842,0.0030556303929600904,0.33840290378717935,0.0008709286805445465,0.06515761258116473,47.01639344262295,17,1,11.0,11.0,10,1.0,0
YGL206C,64,0.020833333333333332,0.0038140946409460745,0.3360866310596064,0.0009508275456166492,0.05933728532038655,41.765625,17,5,29.8,95.0,104,0.8676250933532487,0
YKR026C,83,0.02879811930649427,0.005378291290339883,0.33284794151992125,0.001308175610702124,0.07412576731978311,37.71084337349398,17,5,63.2,266.0,270,0.9641470466749277,0
YLR148W,19,0.08187134502923976,0.002658027109391608,0.29733810116660264,0.00034009095513466974,0.016985174051827454,39.473684210526315,9,5,23.6,95.0,98,0.9229960025247212,0
YLR396C,7,0.47619047619047616,8.913902477602236e-06,0.23919968363980584,0.00014987533489149005,0.0010234219973287698,10.0,5,5,23.6,95.0,98,0.9229960025247212,0
YMR231W,7,0.6190476190476191,4.991911168140682e-06,0.23913115813838115,0.00015645976593167384,0.0008680988586666738,8.857142857142858,5,5,23.6,95.0,98,0.9229960025247212,0
YPL045W,7,0.5238095238095238,1.947823482236469e-05,0.23484774341415435,0.0001604526391544409,0.0008158866434824468,8.428571428571429,5,5,23.6,95.0,98,0.9229960025247212,1
YAL003W,3,1.0,0.0,0.2760493290001794,6.870039325999793e-05,0.005962477930282885,99.33333333333333,3,6,198.5,559.0,589,0.9439786101197695,1
YBR118W,105,0.029853479853479855,0.008386866615098463,0.34962394248169315,0.0015436299553876333,0.09158709854480696,37.68571428571428,17,6,198.5,559.0,589,0.9439786101197695,0
YKL081W,29,0.05665024630541872,0.0005704776736976822,0.31198922170623905,0.00044451419642713505,0.03022846223607548,47.6551724137931,16,6,198.5,559.0,589,0.9439786101197695,0
YML064C,164,0.015935956905581326,0.018668040892092758,0.3521807872899413,0.002660768795324478,0.12159370639284153,31.378048780487806,17,0,0.0,0.0,0,0.0,1
YGL181W,44,0.02536997885835095,0.005838461154162094,0.3187400863011681,0.0009927423191842583,0.012986203229672949,25.886363636363637,12,0,0.0,0.0,0,0.0,0
YML109W,34,0.0873440285204991,0.0034788720924773457,0.3100961535539753,0.0006042548739030849,0.014545357188359396,31.38235294117647,13,0,0.0,0.0,0,0.0,0
YAL005C,15,0.10476190476190476,0.000176315505662036,0.2937284016216207,0.00025076650107040146,0.008453392200153,35.86666666666667,12,1,11.0,11.0,10,1.0,0
YAR002W,13,0.3076923076923077,0.0003317399696920599,0.30803634762594595,0.00022880897043976305,0.009679857090185429,75.92307692307692,12,1,59.0,59.0,58,1.0,0
YCL028W,22,0.047619047619047616,0.0006905590825175351,0.314971572608657,0.00034587511222138176,0.0194327946936082,48.40909090909091,13,0,0.0,0.0,0,0.0,1
YDR192C,31,0.06451612903225806,0.002786376688987407,0.3120669808742137,0.0005616442396757351,0.012269908150737224,35.483870967741936,12,3,32.0,59.0,59,0.9812974868497955,0
YHR069C,12,0.5151515151515151,5.7879958676544216e-05,0.27422048708115715,0.00022386251603581138,0.0028163837933150326,29.583333333333332,9,6,32.166666666666664,131.0,136,0.9196078431372549,1
YLR310C,71,0.018108651911468814,0.007904429435922981,0.32045319444943726,0.0013765133483098623,0.02261174009985363,18.535211267605632,13,0,0.0,0.0,0,0.0,1
YLR335W,19,0.26900584795321636,0.0002613010012391414,0.2987926844082004,0.0003249304443586934,0.008535389893406492,43.94736842105263,12,3,32.0,59.0,59,0.9812974868497955,0
YLR347C,60,0.04689265536723164,0.003370922438501013,0.3240400476222991,0.0010496218000002014,0.01789681761062364,23.483333333333334,12,1,59.0,59.0,58,1.0,1
YNL007C,16,0.03333333333333333,0.00019545061960469566,0.2953392484992484,0.00026986804060315987,0.012666485144570088,34.25,12,4,282.5,559.0,558,1.0,1
YNL064C,102,0.022325761987963502,0.005881294758068352,0.35553084234047383,0.001411175143160829,0.10282024421282612,42.27450980392157,17,1,4.0,4.0,3,1.0,0
YNL077W,5,0.0,1.915638412032437e-05,0.25817634806176887,0.0001043351551331567,0.0018546447051667133,20.2,5,0,0.0,0.0,0,0.0,0
YOR098C,45,0.028282828282828285,0.005679845780583949,0.32239220959448056,0.0008692608913306799,0.01449992014760762,28.68888888888889,12,3,32.0,59.0,59,0.9812974868497955,1
YOR151C,48,0.07358156028368794,0.003129205111019792,0.32559894526396144,0.0007175039981987041,0.041320277249960805,41.541666666666664,16,6,57.166666666666664,195.0,208,0.9184318097361576,1
YOR160W,9,0.1111111111111111,0.00015605536511968364,0.28056484096410594,0.0001761707335691477,0.0026404345493189173,40.77777777777778,8,0,0.0,0.0,0,0.0,1
YPL240C,63,0.06451612903225806,0.005213266787635173,0.33004039380891304,0.0009321570893763053,0.06317689916559571,43.285714285714285,17,0,0.0,0.0,0,0.0,0
YPR010C,22,0.06926406926406926,0.0002514572924450183,0.2948524064553312,0.0003552894076810617,0.012888345456365004,33.0,12,3,77.33333333333333,195.0,194,1.0,1
YAL007C,25,0.13333333333333333,0.0011737736804565203,0.29263003073621124,0.000392880137478521,0.004569386855565372,31.08,14,4,33.75,95.0,94,1.0,0
YAR002C-A,6,0.2,0.0005860114049317191,0.28244772028255444,0.0001550315415706115,0.0019783302297859263,72.66666666666667,5,4,33.75,95.0,94,1.0,0
YBR036C,40,0.23717948717948717,0.0007986208270320351,0.2808322853005638,0.0006104718252440835,0.003930122658458103,34.1,17,2,2.0,2.0,2,0.0,0
YBR183W,34,0.29411764705882354,0.0004216089091839969,0.27063454966228545,0.0005346134379697701,0.003348959295335514,38.35294117647059,17,0,0.0,0.0,0,0.0,0
YCL025C,36,0.16984126984126985,0.0018362342376244912,0.28757251814712076,0.0005758902150625478,0.0038470447038711874,35.166666666666664,17,0,0.0,0.0,0,0.0,0
YDL054C,16,0.13333333333333333,0.0005184666663111,0.26613332143313967,0.0002873487400685995,0.0018683428722718893,37.25,10,0,0.0,0.0,0,0.0,0
YDR087C,12,0.2727272727272727,0.00021889952562852372,0.28635580194684135,0.00019295629736968504,0.007487234208264393,53.583333333333336,12,3,195.33333333333334,559.0,558,1.0,1
YDR101C,18,0.20261437908496732,0.0002111568436192297,0.28516557399363746,0.0002988107306727947,0.0046845005211910516,25.61111111111111,11,3,356.0,559.0,558,1.0,0
YDR127W,25,0.09,0.0009472694441559771,0.3133948423784654,0.00035781580720700554,0.029721166499904264,53.72,16,0,0.0,0.0,0,0.0,0
YEL002C,38,0.155049786628734,0.0014882400368245855,0.2818754488997217,0.0005978665803712782,0.004118936778360409,32.21052631578947,16,2,19.0,29.0,28,1.0,1
YEL063C,48,0.16046099290780141,0.0015835454043110972,0.28795279572530647,0.0008015587764813702,0.004055689061892134,30.6875,17,0,0.0,0.0,0,0.0,0
YER110C,57,0.02694235588972431,0.005426064247895435,0.34031140694776485,0.0008574883527171924,0.04147877058682816,42.70175438596491,16,1,59.0,59.0,58,1.0,0
YGL200C,45,0.16767676767676767,0.0023834880467171926,0.29142109717504106,0.0007380154781923725,0.005025534583378977,31.155555555555555,17,4,33.75,95.0,94,1.0,0
YGR060W,51,0.21490196078431373,0.002418109602706961,0.2900708314635848,0.0008346435860779378,0.005058167063759549,31.627450980392158,17,0,0.0,0.0,0,0.0,1
YHR110W,17,0.3235294117647059,5.204224967522607e-05,0.26776962019088185,0.000270503530034354,0.0020149274991109662,40.23529411764706,13,0,0.0,0.0,0,0.0,0
YHR140W,60,0.2497175141242938,0.0029619088066291295,0.29588013091807497,0.0009446231713709042,0.006226208642773544,34.61666666666667,17,0,0.0,0.0,0,0.0,0
YJL117W,46,0.2492753623188406,0.0054087859716685,0.3133360220251661,0.0007036023023364433,0.0104032004550738,42.32608695652174,17,0,0.0,0.0,0,0.0,0
YLR342W,23,0.007905138339920948,0.0015239297146745498,0.2960725334624175,0.0004146561996954826,0.005879073784886451,23.043478260869566,11,4,3.5,5.0,6,0.6,0
YML012W,10,0.24444444444444444,0.00023676316758740117,0.2647266227628445,0.00022001441553288342,0.0010203026856035562,16.6,7,4,33.75,95.0,94,1.0,0
YMR290C,29,0.21921182266009853,0.0009252482451113958,0.313964579742368,0.0004152510644118044,0.02247274167502452,55.724137931034484,14,0,0.0,0.0,0,0.0,1
YNL130C,13,0.20512820512820512,0.00025575910289723456,0.2547100125133629,0.0002579910464908799,0.0009719340662050915,33.23076923076923,9,0,0.0,0.0,0,0.0,0
YPL076W,62,0.23638286620835536,0.0019444118497637087,0.2914041412724882,0.0009745862781051415,0.005771289815764115,31.516129032258064,17,1,6.0,6.0,5,1.0,1
YPL211W,11,0.16363636363636364,0.0002909402334031879,0.2811949343692244,0.00020726044537178038,0.005530150162590263,37.36363636363637,9,3,356.0,559.0,558,1.0,1
YPL264C,36,0.28095238095238095,0.0014271965732014715,0.2772719357831066,0.0005555861497420627,0.0037687357831825375,37.94444444444444,17,0,0.0,0.0,0,0.0,0
YPR201W,11,0.10909090909090909,0.0002753507277233342,0.24976875005237656,0.00023846273006251882,0.0007675749503226218,32.36363636363637,6,0,0.0,0.0,0,0.0,0
YAL009W,6,0.0,7.747281939997401e-05,0.2562740099293995,0.00013924738125801922,0.0010140056684005948,21.666666666666668,4,1,2.0,2.0,1,0.0,0
YDL040C,4,0.16666666666666666,4.301258088335974e-06,0.24943288889139176,9.309920238109737e-05,0.0009952975170276278,15.25,4,5,214.6,559.0,558,1.0,0
YDR211W,17,0.16911764705882354,0.00023857591430261096,0.29084570128050263,0.00027842443536170355,0.009977593758851514,29.764705882352942,11,5,63.2,266.0,270,0.9641470466749277,1
YHR004C,2,0.0,6.704548868987054e-07,0.22486252305707605,6.642099745810375e-05,0.00015684143927165511,8.0,2,1,2.0,2.0,1,0.0,0
YJL176C,13,0.20512820512820512,0.00018114074186977098,0.2686745869883727,0.0002454916965631169,0.0017744393867415889,22.46153846153846,8,6,64.5,195.0,269,0.6211507518171225,0
YAL010C,4,0.0,0.00035510741105022046,0.2673550940079141,9.43366089312156e-05,0.0029607736975018908,34.75,4,2,3.5,4.0,5,0.4,0
YFL048C,10,0.15555555555555556,7.877874236638508e-05,0.2552552355155321,0.00018966742227569263,0.0009857995955231708,39.9,7,0,0.0,0.0,0,0.0,0
YJL066C,46,0.02705314009661836,0.0022205447564584446,0.3210489087211702,0.0006676499141885753,0.048010403225229405,43.21739130434783,17,0,0.0,0.0,0,0.0,0
YMR203W,7,0.09523809523809523,2.94182944865983e-05,0.24197328128564377,0.0001960425937838047,0.00035390754704981743,5.0,4,4,10.5,18.0,18,0.9281045751633987,1
YPL235W,76,0.04,0.007727879733835223,0.34488107533743667,0.0011349411913992534,0.07151905053854199,43.28947368421053,17,3,36.0,83.0,82,1.0,1
YAL011W,12,0.12121212121212122,0.0005358207119470143,0.2857023945265405,0.00022987385985330568,0.003379068532424956,34.0,9,2,48.0,83.0,82,1.0,0
YBL007C,139,0.029715358148264,0.023420471113045866,0.34925822706068727,0.0026847054361176757,0.03699082013879475,19.74820143884892,14,4,33.5,73.0,73,0.9729832572298326,0
YDL181W,8,0.07142857142857142,0.00035983340466856363,0.2829263911450828,0.00016051074756831145,0.006700426751871447,44.25,7,4,24.25,56.0,57,0.9523809523809523,0
YDR225W,37,0.06456456456456457,0.0015966246676362944,0.3117949932173476,0.0005936033738481295,0.014112423384509168,30.81081081081081,12,2,9.5,11.0,10,1.0,0
YDR334W,16,0.325,0.00013456020195391254,0.2925958389934133,0.00027458834601738497,0.007885319731445309,30.125,10,2,48.0,83.0,82,1.0,0
YER081W,96,0.002412280701754386,0.015855299044423135,0.32852495743196164,0.002546292555657346,0.021501750230412644,13.3125,13,1,3.0,3.0,2,1.0,0
YGR002C,22,0.2943722943722944,0.00033439555731556905,0.2952870099669981,0.0003722226594876282,0.008256207714706996,26.545454545454547,10,4,60.5,133.0,209,0.5794994479205006,1
YHR158C,20,0.11578947368421053,0.0010207143818620334,0.3039608530709629,0.00037373769223529964,0.008034679494477991,37.05,11,2,2.5,3.0,2,1.0,0
YIR018W,5,0.0,0.002188798123171718,0.25134813690907637,0.0001530866185962177,0.0007070677847603919,19.0,4,0,0.0,0.0,0,0.0,0
YNL107W,20,0.3473684210526316,0.00029785105100668305,0.2952173873298117,0.00032322835868824545,0.00894959690054608,29.25,10,4,60.5,133.0,209,0.5794994479205006,0
YOL012C,20,0.24210526315789474,0.000770730128555477,0.2985433342900724,0.0003487332049366513,0.008945904762617155,29.95,10,3,32.0,83.0,83,0.9761974728181017,0
YOR127W,12,0.09090909090909091,0.000593876411346103,0.29273265392777226,0.00023409803379377257,0.004120767724428917,42.166666666666664,9,0,0.0,0.0,0,0.0,0
YOR269W,13,0.02564102564102564,0.00013650542109462101,0.2894840168805419,0.0002299393527769258,0.011728658596591054,41.76923076923077,8,0,0.0,0.0,0,0.0,0
YAL012W,5,0.0,0.000292872656359681,0.27960936668435993,0.00014905124864860274,0.0035012546271992314,83.2,3,0,0.0,0.0,0,0.0,1
YBR055C,106,0.020844564240790654,0.009972147563303831,0.330127412566756,0.0016801208601321237,0.07316870991269321,30.641509433962263,17,7,133.57142857142858,559.0,619,0.8502282102357388,1
YJR091C,280,0.0012544802867383513,0.07413795955488443,0.36528064882577893,0.007268652585703791,0.036698074998567184,9.478571428571428,14,0,0.0,0.0,0,0.0,0
YMR101C,1,0.0,0.0,0.21811527637184283,5.495799483152069e-05,8.576544496898698e-05,5.0,1,0,0.0,0.0,0,0.0,0
YMR300C,3,0.0,4.2983394247985276e-05,0.25073156325658347,8.921453856858451e-05,0.0008107070505686768,26.666666666666668,3,0,0.0,0.0,0,0.0,0
YPL149W,26,0.027692307692307693,0.0006783784016018272,0.3063781107267544,0.00038768049029312067,0.0321587271094705,50.92307692307692,16,1,3.0,3.0,2,1.0,0
YAL013W,2,0.0,1.1934192120526119e-05,0.22976250004818127,6.51240192997689e-05,0.00014471502271189363,20.0,2,3,58.0,133.0,132,1.0,0
YGL061C,19,0.03508771929824561,0.0004158652626490694,0.2751696596917892,0.0004205388956107949,0.0023403311992649545,10.210526315789474,6,8,25.0,55.0,75,0.6731531531531532,1
YNL330C,21,0.08571428571428572,0.0018862664362922115,0.28359926251700196,0.0004180869644602091,0.0035672957065238904,17.285714285714285,8,10,47.2,195.0,256,0.7707720588235294,0
YAL014C,2,0.0,6.424668443599293e-05,0.25722166175595784,6.47331498215662e-05,0.0020029786901578487,70.5,2,0,0.0,0.0,0,0.0,0
YER133W,124,0.038683451350642536,0.013751287322163257,0.3428976431637858,0.001929575162595595,0.07855696694925335,32.87096774193548,17,11,5.636363636363637,20.0,29,0.4753694581280788,1
YIL034C,17,0.007352941176470588,0.000982790750217401,0.2756391291166899,0.00044246064285631645,0.0032085139960719863,11.058823529411764,6,5,27.2,73.0,73,0.9729832572298326,0
YAL015C,24,0.14492753623188406,0.0001697103755815251,0.31000018420712155,0.00032752514040508107,0.038854777728061354,64.08333333333333,16,0,0.0,0.0,0,0.0,0
YBR020W,100,0.03575757575757576,0.007441787500584181,0.3530994765968877,0.0013720824312185706,0.11500360777037671,46.37,17,0,0.0,0.0,0,0.0,0
YBR127C,113,0.020701643489254108,0.006640540413649682,0.35578340385382223,0.0015492999400958437,0.1216797469737178,44.38053097345133,17,5,12.8,15.0,15,0.9904761904761905,0
YCL064C,24,0.057971014492753624,0.0002646128003236332,0.3052390892278312,0.00034663446450516433,0.03034321748605472,52.125,15,0,0.0,0.0,0,0.0,0
YDL029W,89,0.08605720122574055,0.003972629846814588,0.34447781663458665,0.0012147868190729727,0.10862435768469256,51.08988764044944,17,7,35.285714285714285,95.0,163,0.5252594107399834,1
YDL059C,67,0.0407055630936228,0.001998246969921845,0.32874059573680703,0.0009475440253673859,0.08497796873886615,51.37313432835821,17,0,0.0,0.0,0,0.0,0
YDR214W,16,0.041666666666666664,0.00024519357889433123,0.2875229907601042,0.00025820013942590907,0.021102143893412015,49.5,12,0,0.0,0.0,0,0.0,0
YEL030W,18,0.05228758169934641,0.00012460269134568195,0.2942633945975473,0.00027647121475363195,0.018372496981945714,45.166666666666664,13,0,0.0,0.0,0,0.0,0
YEL060C,20,0.06315789473684211,0.0003311576775472289,0.3016904388922508,0.0003075178418020726,0.022816909386917033,50.7,14,0,0.0,0.0,0,0.0,0
YFL037W,84,0.029546758462421115,0.0038998499381812275,0.34353268235477435,0.0011884507084283917,0.09387051283948512,45.166666666666664,17,5,22.8,73.0,72,1.0,1
YFL039C,126,0.028317460317460318,0.01298922457726188,0.35522824143912723,0.0018744777367695113,0.10684914331404484,37.507936507936506,17,8,46.125,133.0,283,0.3806230108011929,1
YGR282C,27,0.042735042735042736,0.0004771817417268091,0.30837774620098857,0.00038542272750000925,0.03702115700330952,55.22222222222222,16,0,0.0,0.0,0,0.0,0
YJL088W,58,0.014519056261343012,0.00236772725180167,0.3240400476222991,0.0008754091489558323,0.04291695458740979,32.258620689655174,16,1,2.0,2.0,1,0.0,0
YJR045C,174,0.024516643412397846,0.018457161229973415,0.3683703277471503,0.002440599787091539,0.16163268342901846,37.98275862068966,17,5,10.2,18.0,24,0.644927536231884,1
YJR068W,32,0.09274193548387097,0.0010848011844433174,0.31576590227919143,0.00046728448811547707,0.033173403200060125,47.21875,16,7,16.285714285714285,56.0,60,0.8497175141242937,1
YJR077C,48,0.02925531914893617,0.001981745545419939,0.32969277704234445,0.0006734792317833329,0.05868278782116788,53.291666666666664,17,0,0.0,0.0,0,0.0,0
YML085C,79,0.039272963323596234,0.003081497966632155,0.3431090618654693,0.0010993612406016583,0.09235848433065251,47.29113924050633,17,5,22.8,73.0,72,1.0,1
YMR012W,35,0.011764705882352941,0.00145998285621924,0.3213991513861423,0.0005228925095202897,0.029646604566695905,46.97142857142857,15,1,7.0,7.0,6,1.0,0
YMR058W,36,0.15555555555555556,0.004919732192034483,0.3048118176647955,0.0005514443165900603,0.011654830126725324,42.388888888888886,17,1,2.0,2.0,1,0.0,0
YMR146C,12,0.3787878787878788,0.0002468587671995619,0.2776716181210986,0.00020610834640892505,0.006361878963738188,39.083333333333336,10,6,54.0,266.0,268,0.9781988931745765,1
YMR214W,29,0.07389162561576355,0.000927376262444686,0.31048062587875863,0.00040443908568593543,0.03978844402227684,50.51724137931034,17,0,0.0,0.0,0,0.0,0
YNL037C,20,0.06842105263157895,0.00011174737010867653,0.3042008610331787,0.0002876095261222915,0.028532865284258677,60.0,16,1,2.0,2.0,1,0.0,0
YPR110C,129,0.026526162790697673,0.010903564112009,0.34502362744903936,0.0019308331962902751,0.11752240735169116,39.70542635658915,17,6,46.666666666666664,195.0,199,0.9538094512968884,1
YAL016W,22,0.12987012987012986,0.00045441218476752405,0.30300459653035605,0.0003691188948847509,0.012035395991394054,38.18181818181818,12,3,4.0,6.0,5,1.0,0
YAL024C,5,0.2,2.9951857077549793e-05,0.2833265246393763,0.00010663629229361454,0.0046864785146930755,78.6,5,1,3.0,3.0,2,1.0,0
YDL134C,28,0.13227513227513227,0.0013331427086251074,0.32065836327871533,0.00044528084071082197,0.03207156247838201,55.642857142857146,15,4,3.75,6.0,6,0.7333333333333333,0
YDL188C,47,0.08233117483811286,0.0015575006662568575,0.3160847570874254,0.0007089081353191603,0.03611974987778797,34.723404255319146,16,1,6.0,6.0,5,1.0,0
YDR482C,5,0.0,0.0005276900242166356,0.29044090559326463,0.00011924563732396487,0.00518208231812881,97.0,4,5,172.8,559.0,619,0.8502282102357388,0
YFR024C-A,86,0.01969904240766074,0.011268174732430143,0.3278797365663014,0.001634587825043343,0.021087047823101158,17.453488372093023,13,0,0.0,0.0,0,0.0,0
YFR040W,29,0.046798029556650245,0.0033641672939586885,0.3195943447163713,0.00045664988018487084,0.029344316388426384,57.241379310344826,14,1,2.0,2.0,1,0.0,0
YGL190C,66,0.042890442890442894,0.005331186979208722,0.3370819071241254,0.000968078535274609,0.06524555724706048,53.15151515151515,17,2,4.5,6.0,5,1.0,0
YGR161C,8,0.2857142857142857,1.8688503738217332e-05,0.27569982252836367,0.00013947436589619393,0.0072372306968893725,41.5,7,0,0.0,0.0,0,0.0,0
YGR281W,5,0.0,0.00018936122060478304,0.2677553047875036,0.00012283152863809635,0.0014284537085129802,48.6,4,0,0.0,0.0,0,0.0,0
YHR082C,57,0.04887218045112782,0.0035442400821391403,0.3298664938451067,0.0008439414339887843,0.041482138855332654,36.73684210526316,16,0,0.0,0.0,0,0.0,1
YHR135C,84,0.020367183017785426,0.0034327213327531615,0.32973618908751434,0.0013091267309356842,0.07275429557488483,38.333333333333336,17,2,6.0,8.0,7,1.0,0
YJL020C,95,0.030907054871220606,0.007690366516624241,0.3396191073472744,0.0018481580556156982,0.033604745787659394,23.768421052631577,14,0,0.0,0.0,0,0.0,0
YLR191W,97,0.02147766323024055,0.01660351873897392,0.3414715331049468,0.0018188170975644775,0.03328821569735526,23.52577319587629,14,1,3.0,3.0,2,1.0,0
YMR109W,78,0.07625707625707626,0.010155405554331356,0.33973429494303725,0.0013459781680802327,0.033447301326012084,31.846153846153847,14,3,37.666666666666664,73.0,72,1.0,0
YMR273C,16,0.23333333333333334,0.0002826551675323911,0.29249331168897125,0.00028341784546651077,0.007186261384434757,39.125,10,1,59.0,59.0,58,1.0,0
YNL127W,15,0.02857142857142857,0.00037186614870787104,0.28697931331940496,0.0002848138893427766,0.008610452386884012,26.0,9,1,6.0,6.0,5,1.0,0
YNR032W,8,0.14285714285714285,3.3887589563059115e-05,0.27470178675133033,0.00014933565608443987,0.005161232631313896,29.75,7,0,0.0,0.0,0,0.0,0
YOL113W,14,0.054945054945054944,0.00019195993346265454,0.2982055954778359,0.0002433443368739406,0.01362167259104124,50.642857142857146,9,0,0.0,0.0,0,0.0,0
YOR014W,37,0.06456456456456457,0.0016280541707988613,0.3186386929666786,0.0005925386887108875,0.014273268020004871,36.810810810810814,13,2,4.5,6.0,5,1.0,0
YPL152W,6,0.2,0.00015287351767651007,0.27867588337693383,0.00012784869684657582,0.002895910014252119,67.0,6,2,4.5,6.0,6,0.7333333333333333,0
YAL017W,12,0.15151515151515152,0.00014202136850852978,0.29486976603180776,0.00019562764944773957,0.011047699760435778,48.333333333333336,11,0,0.0,0.0,0,0.0,0
YCL027W,67,0.009045680687471733,0.013999616000624656,0.33008389745272887,0.0014815006255834951,0.016259309869880244,20.253731343283583,13,0,0.0,0.0,0,0.0,0
YDR099W,71,0.026559356136820925,0.004290338523043157,0.33507479601594004,0.0011595216548240925,0.050205173052366076,35.67605633802817,17,0,0.0,0.0,0,0.0,0
YDR190C,31,0.06451612903225806,0.0004973477461662512,0.3103651841141634,0.0004380613119138076,0.03382525587812426,46.193548387096776,16,3,36.0,83.0,82,1.0,1
YER054C,17,0.14705882352941177,0.00015966208771914987,0.29452296242577214,0.00027794196037596276,0.010574898957779091,40.1764705882353,11,2,6.5,7.0,8,0.7857142857142857,0
YFR053C,95,0.01522956326987682,0.010078369757733895,0.35447398797156593,0.0013957370737854326,0.08778976761763702,42.589473684210525,17,0,0.0,0.0,0,0.0,0
YGL112C,35,0.1495798319327731,0.0009347359294453155,0.2941596955274436,0.0006068904210003134,0.00644897996299308,20.571428571428573,12,15,42.86666666666667,195.0,266,0.731961980422755,1
YKL035W,30,0.01839080459770115,0.00038794058561304756,0.31861842204022234,0.00043299799706986137,0.03618719097338017,54.4,17,0,0.0,0.0,0,0.0,1
YLR258W,17,0.21323529411764705,0.00016682209105720972,0.29797495097871585,0.00029714873630518757,0.010036244318140892,39.11764705882353,11,0,0.0,0.0,0,0.0,0
