protein,degree,clustering_coeff,betweenness,closeness,pagerank,eigenvector_centrality,avg_neighbor_degree,k_core,n_complexes,mean_complex_size,max_complex_size,co_complex_degree,co_complex_clustering,label
YAL040C,18,0.12418300653594772,0.0007312083285339824,0.24479314260232077,0.0005379389478302877,0.0037460169074271426,10.444444444444445,6,3,12.333333333333334,25.0,24,1.0,0
YER151C,7,0.09523809523809523,0.0005416822243554902,0.24689504633845055,0.00021447580959900876,0.005894366337237653,33.714285714285715,5,1,2.0,2.0,1,0.0,0
YJL061W,9,0.1111111111111111,0.0012509634235662642,0.25009426621586134,0.0003226655227167733,0.0010212992923525244,27.88888888888889,5,5,18.8,59.0,59,0.9812974868497955,1
YLR310C,12,0.06060606060606061,0.003477537968411883,0.23218034569152832,0.0004990101920427738,0.0007755860386909519,6.416666666666667,5,0,0.0,0.0,0,0.0,1
YNL064C,11,0.09090909090909091,0.0008806313178631087,0.252741162001571,0.0003354692298879335,0.004190240707155439,24.727272727272727,6,1,4.0,4.0,3,1.0,0
YNL189W,145,0.003544061302681992,0.057571161977160536,0.3008001133870106,0.005677681680463895,0.01655468763078457,6.958620689655173,8,1,59.0,59.0,58,1.0,1
YPL240C,10,0.13333333333333333,0.0006188625199012214,0.23678467275302634,0.0003681452324510265,0.0009553063502171513,8.3,5,0,0.0,0.0,0,0.0,0
YAL009W,5,0.2,8.907689173943232e-05,0.21940530461013613,0.00021438959314452175,0.0001655382056926076,9.2,3,1,2.0,2.0,1,0.0,0
YDL116W,24,0.0036231884057971015,0.009424961031112459,0.2589184191922985,0.001083422483626809,0.0011829211474502466,11.958333333333334,5,3,29.666666666666668,59.0,59,0.9812974868497955,0
YGL100W,2,0.0,0.00021126555183561275,0.21439732149704657,9.997255918110494e-05,0.00038260167187037297,8.0,2,3,29.666666666666668,59.0,59,0.9812974868497955,0
YHR004C,8,0.14285714285714285,0.001879215531341602,0.24907738322417636,0.0002840889648452839,0.00402310307535565,47.375,5,1,2.0,2.0,1,0.0,0
YKL057C,8,0.03571428571428571,0.0012512127865145274,0.22823127393705578,0.00032613812280836966,0.00020462413304572392,7.375,5,3,29.666666666666668,59.0,59,0.9812974868497955,0
YML103C,4,0.16666666666666666,7.018084168939889e-05,0.20476907244037754,0.00016688086859127595,0.00010890395088001023,6.5,3,3,32.0,59.0,59,0.9812974868497955,0
YAL011W,18,0.2222222222222222,0.0025239731141865986,0.28105879335822015,0.00048075793619771685,0.04718932604755875,79.66666666666667,12,2,48.0,83.0,82,1.0,0
YDL181W,6,0.0,4.420896224940495e-05,0.24568956017869525,0.00017514702523314352,0.00737213646446641,30.166666666666668,6,4,24.25,56.0,57,0.9523809523809523,0
YHR158C,17,0.051470588235294115,0.0018057951863066962,0.2671159753105582,0.0005116638090541322,0.009253577470532641,23.470588235294116,7,2,2.5,3.0,2,1.0,0
YIR018W,4,0.0,0.00041956474380655285,0.2183061250549671,0.00022346466714314863,0.0013652906122124588,6.75,2,0,0.0,0.0,0,0.0,0
YOR127W,13,0.16666666666666666,0.0018809353844772855,0.27397220594466376,0.00037666530666764114,0.027754657710982168,62.92307692307692,8,0,0.0,0.0,0,0.0,0
YOR269W,27,0.21937321937321938,0.0009804184219592697,0.2735112717299258,0.0006807716981043593,0.0653708466987491,51.851851851851855,14,0,0.0,0.0,0,0.0,0
YAL013W,71,0.03460764587525151,0.008222343190996056,0.29722545484243534,0.0018536529367318513,0.05411711396750544,20.408450704225352,12,3,58.0,133.0,132,1.0,0
YBL008W,6,0.13333333333333333,0.00015024685179313734,0.24744428013782185,0.00019994971732479117,0.006412583256803928,45.333333333333336,4,3,32.333333333333336,83.0,82,1.0,0
YBL027W,4,0.0,0.00011448839942154947,0.24185175907273976,0.00015560396462548228,0.004256239796580143,30.0,2,6,258.8333333333333,559.0,589,0.9439786101197695,0
YBR103W,22,0.12121212121212122,0.003702035073258924,0.28292123114553364,0.0006202771401762281,0.04517266828884654,55.95454545454545,10,3,56.333333333333336,133.0,132,1.0,0
YBR171W,14,0.26373626373626374,0.001299266676922295,0.27391894195543215,0.0003885715349078284,0.04191705450202899,80.64285714285714,10,4,12.25,29.0,28,1.0,0
YCR033W,5,0.2,0.00011469705193494585,0.2588549937726911,0.0001492563638492477,0.016591614978915432,90.4,5,4,43.5,133.0,132,1.0,0
YDL002C,7,0.19047619047619047,0.0009133731441790686,0.25670127494924533,0.00023324669290054537,0.006946096156577652,49.714285714285715,4,2,47.5,83.0,82,1.0,0
YDL074C,20,0.1368421052631579,0.003043483080649167,0.2826374585967417,0.0005167784830517822,0.02469669937009501,55.3,11,2,3.0,4.0,4,0.5,0
YDL080C,3,0.0,8.419150460783167e-07,0.23964413160870127,0.00010051663201425878,0.003483030424014197,47.666666666666664,3,0,0.0,0.0,0,0.0,0
YDR146C,8,0.03571428571428571,0.00033796332219039046,0.2589660086579018,0.0002367072807707922,0.007146324364583906,37.125,6,0,0.0,0.0,0,0.0,0
YDR181C,1,0.0,0.0,0.22720077366772054,5.5182315717585865e-05,0.0015172631997946422,71.0,1,1,3.0,3.0,2,1.0,0
YDR334W,13,0.2692307692307692,0.00016619383405542824,0.2743456346669873,0.00031814488409624307,0.044202853217568394,103.92307692307692,12,2,48.0,83.0,82,1.0,0
YDR363W-A,11,0.09090909090909091,0.0005959386726569775,0.25643652207209083,0.0003343182471066068,0.01092442259038721,40.0,6,3,26.0,46.0,45,1.0,0
YDR392W,20,0.45789473684210524,0.0010116578913769957,0.2535294621709617,0.0005617964846365499,0.003793806482117665,21.1,13,9,55.22222222222222,195.0,255,0.7764397097421646,0
YDR485C,12,0.24242424242424243,0.0005087861077452661,0.2743990647438505,0.00030994428267166937,0.04170185695889457,96.16666666666667,10,2,48.0,83.0,82,1.0,0
YER016W,109,0.11824668705402651,0.012963052743276235,0.30852870024191775,0.0025204452230047545,0.18303079716779946,31.69724770642202,14,4,43.5,73.0,123,0.5407170465147274,1
YER111C,22,0.2943722943722944,0.00157702015643335,0.28286443105897563,0.000555375096394492,0.03155978773470938,60.0,12,3,90.66666666666667,195.0,194,1.0,0
YER139C,3,0.6666666666666666,3.5746482801448587e-07,0.24786507906610405,0.00010286989636976439,0.004433867864007509,79.33333333333333,3,0,0.0,0.0,0,0.0,0
YFR010W,8,0.14285714285714285,0.0002124208051682733,0.2571072502015981,0.0002130789422639588,0.015391948525423386,65.375,8,3,30.0,46.0,46,0.9758454106280193,0
YGL127C,79,0.009737098344693282,0.027689860754688086,0.30389267332764924,0.003002771200315363,0.02733747168578206,14.860759493670885,10,2,49.5,74.0,78,0.9683649683649683,0
YGL133W,2,1.0,0.0,0.23857555981905926,7.681581384435599e-05,0.004877346518576112,81.0,2,3,30.0,83.0,83,0.9761974728181017,0
YGL161C,12,0.15151515151515152,0.0010146761769194489,0.25345345045957146,0.0004073564472137943,0.0032208965394319457,19.916666666666668,5,0,0.0,0.0,0,0.0,0
YGL167C,8,0.21428571428571427,0.00010580559507841467,0.2529831932795231,0.0002107258537780352,0.013784639676725767,50.5,8,1,9.0,9.0,8,1.0,0
YGL194C,6,0.26666666666666666,1.0336561662655979e-05,0.2613033625936123,0.000161862833328159,0.024334618589609905,104.5,6,3,56.333333333333336,133.0,132,1.0,0
YGL244W,15,0.22857142857142856,0.0013890135455992734,0.27391894195543215,0.0004057139546174873,0.02517107795370101,67.86666666666666,11,3,33.333333333333336,74.0,85,0.7873949579831933,0
YGR105W,8,0.25,0.00047650867684000917,0.25209299178829087,0.00026282434362293,0.006128533189360139,64.75,7,0,0.0,0.0,0,0.0,0
YGR181W,4,0.0,0.00019912885709767985,0.24243436726781034,0.00013598841497468358,0.003493696465223338,37.75,4,2,3.5,5.0,4,1.0,0
YGR200C,7,0.38095238095238093,4.694019681381066e-05,0.25615679009237463,0.0001846748437537305,0.016149880025252764,70.14285714285714,7,1,6.0,6.0,5,1.0,0
YGR270W,7,0.5714285714285714,2.2190395959139218e-05,0.26090014155387153,0.00017948823861415776,0.035217173067610325,125.57142857142857,7,2,19.5,36.0,35,1.0,0
YHR041C,24,0.021739130434782608,0.004525795925244009,0.25942694367607394,0.0009764877776306449,0.003483122705469046,9.625,6,6,59.5,195.0,211,0.9097269239449334,0
YHR060W,14,0.07692307692307693,0.00482889253348809,0.28018316275449245,0.0004972735633587238,0.006992110534465396,62.07142857142857,7,2,4.5,7.0,6,1.0,0
YHR200W,12,0.16666666666666666,0.0023010995874334556,0.2748451260364311,0.000337815363952001,0.022663429808817553,64.08333333333333,8,6,25.5,46.0,48,0.9547872340425532,0
YJL115W,9,0.2777777777777778,0.0001567949486974934,0.26480661529346405,0.00023740715852926117,0.015760432200608687,59.888888888888886,9,3,31.666666666666668,83.0,83,0.9759036144578314,0
YJR073C,11,0.21818181818181817,0.0002597734120746738,0.26208105117276,0.0002992504862403283,0.01181464628763172,67.0,10,0,0.0,0.0,0,0.0,0
YJR140C,7,0.19047619047619047,0.0002464432765417775,0.26051421838608774,0.00020712854931042316,0.008494561775286489,63.714285714285715,7,3,32.333333333333336,83.0,82,1.0,0
YKR029C,4,0.3333333333333333,3.716240961344053e-05,0.24222597096356863,0.00013959165827759042,0.004077160251794776,41.75,3,3,56.333333333333336,133.0,132,1.0,0
YLR055C,18,0.5359477124183006,0.001349325716169978,0.26474027266154787,0.0004755464891998138,0.00952057987625404,33.44444444444444,13,7,67.85714285714286,195.0,255,0.7764397097421646,0
YLR085C,60,0.10621468926553672,0.011910960354479154,0.2941231085738134,0.001614410607249708,0.08888999069595359,37.516666666666666,14,2,48.0,83.0,82,1.0,0
YLR087C,14,0.15384615384615385,0.0005479862719060607,0.26709909594402986,0.0003743996371092871,0.01583044336292337,59.07142857142857,10,0,0.0,0.0,0,0.0,0
YLR111W,10,0.5111111111111111,3.599983345301266e-05,0.2553983802606811,0.00025418148685349906,0.014442707457563354,52.8,9,0,0.0,0.0,0,0.0,0
YLR268W,29,0.09359605911330049,0.003760394560679741,0.2858679286699765,0.0007790523346538232,0.02854816351662231,38.41379310344828,12,3,40.666666666666664,95.0,94,1.0,0
YLR384C,6,0.26666666666666666,0.0001938886908110323,0.2552441541856445,0.00019032626419058731,0.011346323213855319,69.83333333333333,5,1,6.0,6.0,5,1.0,0
YLR418C,111,0.020147420147420148,0.022532927834260117,0.2997548537915235,0.0032237072562849474,0.05624623338894469,14.117117117117116,12,6,57.166666666666664,195.0,219,0.8371664362615726,0
YML041C,17,0.17647058823529413,0.0033809430384782943,0.29404126562186245,0.00046981473088825653,0.04057630131021962,97.05882352941177,11,2,48.0,83.0,82,1.0,0
YML047C,3,0.0,8.419150460783167e-07,0.23964413160870127,0.00010051663201425878,0.003483030424014197,47.666666666666664,3,0,0.0,0.0,0,0.0,0
YMR060C,11,0.05454545454545454,0.0007533336863461937,0.2607070371500816,0.000360902946772874,0.006347426768252046,32.0,7,3,10.333333333333334,18.0,20,0.7315789473684211,0
YMR312W,13,0.358974358974359,0.0030942918604820635,0.26816667893124435,0.0003547361322532479,0.04736560362567555,91.53846153846153,10,1,6.0,6.0,5,1.0,0
YNL140C,8,0.2857142857142857,0.002174410021471676,0.2665600802998217,0.00023311396595808247,0.03170666762269998,106.875,7,0,0.0,0.0,0,0.0,0
YNL215W,7,0.23809523809523808,0.0007242643637194175,0.2738479555111288,0.00021098792106201747,0.01299072527107156,108.57142857142857,7,0,0.0,0.0,0,0.0,0
YNL298W,91,0.09523809523809523,0.013885819739099478,0.3021115855417249,0.0023198495333822803,0.11986905905021668,33.84615384615385,14,0,0.0,0.0,0,0.0,0
YOL012C,28,0.3253968253968254,0.0024820955606389464,0.28822660711314513,0.0006677087932201277,0.08095475834754598,77.42857142857143,14,3,32.0,83.0,83,0.9761974728181017,0
YOR123C,14,0.13186813186813187,0.0010520466674842147,0.2660902230603886,0.0004217453031879915,0.012173932334074093,40.285714285714285,8,3,33.333333333333336,74.0,85,0.7873949579831933,0
YOR213C,4,0.0,0.0005752418792299517,0.25233378265860384,0.00015415898087670445,0.00308398512172376,65.0,3,2,6.5,10.0,11,0.6727272727272727,0
YOR304W,2,0.0,1.7874978542461967e-05,0.23121509727664094,8.332857889299201e-05,0.0018620346191436546,50.0,2,3,30.0,83.0,83,0.9761974728181017,0
YPL055C,13,0.19230769230769232,0.0005472294532424755,0.2738834441336275,0.0003348880609582849,0.023146506088432096,77.3076923076923,11,1,2.0,2.0,1,0.0,0
YPL086C,7,0.19047619047619047,9.402744494880047e-05,0.26174024356395276,0.000185996719400873,0.014129413009958068,65.14285714285714,7,3,78.66666666666667,195.0,199,0.9507639206131668,0
YPL101W,6,0.2,4.3016897466111135e-05,0.2548747704603397,0.00016566197031453044,0.0117435189969562,68.0,6,1,6.0,6.0,5,1.0,0
YPL144W,3,0.0,2.3789755538949623e-05,0.2485062727564391,0.00010088835419081683,0.006904529205459751,85.66666666666667,3,0,0.0,0.0,0,0.0,0
YPL174C,50,0.14612244897959184,0.008265360700551463,0.299584888604031,0.0012909155379970754,0.09095253868936384,42.76,14,5,25.2,73.0,73,0.9733637747336378,0
YPR023C,6,0.6666666666666666,3.5375223985776076e-06,0.25458309903717835,0.0001555895059227629,0.035327150151525925,136.33333333333334,6,6,33.333333333333336,133.0,135,0.9585406301824212,0
YAL014C,4,0.16666666666666666,4.004047224085922e-05,0.22937069640298857,0.00014742271811089044,0.0013488729913285174,15.5,4,0,0.0,0.0,0,0.0,0
YAL030W,7,0.19047619047619047,0.00010177027693905247,0.22123119403926897,0.0002486724017095938,0.0003012866338511277,8.0,4,4,31.25,95.0,95,0.9791713325867861,0
YMR197C,9,0.25,0.0007232842426847921,0.25637430662426597,0.00030186145154234583,0.0012403652984723586,40.888888888888886,6,3,40.666666666666664,95.0,94,1.0,1
YOR036W,15,0.06666666666666667,0.0012985373629402367,0.2532256885522569,0.0005013140392386965,0.0014413079994977105,15.066666666666666,6,4,33.0,95.0,94,1.0,1
YAL016W,4,0.16666666666666666,2.453191369794425e-05,0.22411681830934638,0.0001569834967557514,0.0005655596560674328,7.25,4,3,4.0,6.0,5,1.0,0
YCR066W,7,0.047619047619047616,0.0015320138820937468,0.2511941043153428,0.0002494405806014722,0.0030534450305967024,39.57142857142857,5,1,2.0,2.0,1,0.0,0
YDL134C,6,0.13333333333333333,0.000374075017635737,0.24716935812609048,0.00022651904530693044,0.001799332367487844,30.333333333333332,4,4,3.75,6.0,6,0.7333333333333333,0
YNL127W,5,0.1,0.00048102145985268733,0.24428383478670018,0.00018337914167130615,0.0018377232779879797,33.0,4,1,6.0,6.0,5,1.0,0
YOR014W,11,0.05454545454545454,0.0016643425595392948,0.2697927614293913,0.00039689738179698227,0.013484905405515165,54.27272727272727,5,2,4.5,6.0,5,1.0,0
YAL020C,2,0.0,4.478921181923622e-06,0.23173482419486147,7.803582849562324e-05,0.0030821566831557164,48.0,2,0,0.0,0.0,0,0.0,0
YML085C,16,0.2833333333333333,0.000545711581323593,0.262471633961393,0.0004418910017964405,0.031230967330349364,35.0625,10,5,22.8,73.0,72,1.0,1
YAL021C,9,0.08333333333333333,0.0005270223951619569,0.24324355143662732,0.00030864984130136715,0.0029780150055121724,12.88888888888889,5,9,59.666666666666664,195.0,275,0.6880159256801592,0
YDL160C,15,0.08571428571428572,0.003089178100430192,0.2750955543972843,0.0005012405189619521,0.003856214487650092,28.6,7,5,171.6,559.0,749,0.621923705760979,0
YGL178W,9,0.08333333333333333,0.0008046918445941811,0.2466933111540955,0.00030512917682606997,0.0021751421938859135,15.777777777777779,5,0,0.0,0.0,0,0.0,0
YGR092W,16,0.09166666666666666,0.0007185207565581892,0.26119033512415946,0.00046639173588263047,0.009628152480454124,19.625,6,4,71.25,195.0,194,1.0,0
YGR116W,8,0.25,0.001760514140788997,0.22513146169450188,0.00031111166019118886,0.00047253982991951956,10.625,3,1,19.0,19.0,18,1.0,1
YJL127C,1,0.0,0.0,0.19424830851628094,6.216525795439108e-05,8.347704587444812e-05,9.0,1,0,0.0,0.0,0,0.0,0
YJR060W,16,0.09166666666666666,0.0013335221358797323,0.2612064759185684,0.0004947719815666542,0.007244247887687946,28.4375,7,8,46.375,195.0,248,0.6581232858821993,0
YLR150W,6,0.0,0.0007134308638185423,0.25327120817989535,0.00022472503230057717,0.005652480546056359,42.333333333333336,5,4,269.75,559.0,568,0.9653662717042999,0
YML032C,36,0.23809523809523808,0.002375710688326707,0.2825429942054995,0.0008882255252548615,0.07569405841686591,52.888888888888886,13,3,77.66666666666667,195.0,194,1.0,0
YNR052C,9,0.16666666666666666,0.0008090296075653402,0.2568416596776006,0.00030823825719598945,0.0014508646251643843,27.444444444444443,6,10,67.7,195.0,389,0.4481488352370604,1
YAL023C,6,0.3333333333333333,0.0003177746274589153,0.23978007677072116,0.00022582376924400267,0.001955677002617346,33.0,3,1,2.0,2.0,1,0.0,0
YDL095W,4,0.6666666666666666,7.270779629189635e-06,0.1986111828453281,0.00017147970473529306,7.815167852828745e-05,5.0,3,1,2.0,2.0,1,0.0,0
YJR143C,4,0.5,8.696882476350257e-05,0.22695678658259627,0.00016924268215322787,0.0004956813340497653,15.0,3,0,0.0,0.0,0,0.0,0
YOR321W,4,0.5,4.282435300795164e-05,0.21203126126482433,0.00017408702460076526,0.00010011508596667673,11.5,3,1,2.0,2.0,1,0.0,0
YAL024C,19,0.10526315789473684,0.002110228690029815,0.2748629986548493,0.0005256629536148959,0.024099725728820843,39.421052631578945,10,1,3.0,3.0,2,1.0,0
YAR019C,13,0.16666666666666666,0.0005344555486370597,0.2495184883892723,0.0004162358559170421,0.002269685913929389,15.923076923076923,6,0,0.0,0.0,0,0.0,1
YBR140C,2,0.0,1.476370912691177e-06,0.21721790396804938,8.539492009856326e-05,0.0008286976860873005,13.0,2,0,0.0,0.0,0,0.0,1
YGR152C,9,0.2777777777777778,0.0001681225615917733,0.243061713244064,0.0002755114880284826,0.003965391313693209,19.22222222222222,6,0,0.0,0.0,0,0.0,0
YHR152W,20,0.021052631578947368,0.0039213140150066925,0.2704833425042729,0.0007620979183283696,0.010218340308664397,24.45,7,0,0.0,0.0,0,0.0,0
YIL106W,12,0.09090909090909091,0.0006001497295630023,0.2346421224222423,0.0004290222408903754,0.0020161584954691667,7.416666666666667,5,4,71.25,195.0,194,1.0,1
YIR009W,25,0.0,0.003952521684872912,0.26919138920610575,0.0009100192183688328,0.00717648655187456,12.92,6,5,148.0,559.0,558,1.0,0
YML064C,77,0.007177033492822967,0.01869213622724089,0.28705216932524774,0.002642086921772558,0.010507266835981617,8.480519480519481,8,0,0.0,0.0,0,0.0,1
YNL098C,14,0.06593406593406594,0.001824833157668035,0.24028441778831636,0.0005768246417498645,0.005451021318986661,11.142857142857142,5,0,0.0,0.0,0,0.0,0
YOR101W,7,0.2857142857142857,0.0003965358450310534,0.22202138845016667,0.0002792101478065456,0.0009692346443689752,10.428571428571429,5,1,11.0,11.0,10,1.0,0
YAL025C,3,0.3333333333333333,0.00021557413110426748,0.18039533922215326,0.0001880910913393171,7.412862477500059e-06,15.333333333333334,2,0,0.0,0.0,0,0.0,1
YJR044C,1,0.0,0.0,0.151968188441586,8.515709882809517e-05,2.0813990380162608e-07,3.0,1,0,0.0,0.0,0,0.0,0
YAL026C,10,0.1111111111111111,0.0005414624523324235,0.26662733825233537,0.0002961663564752024,0.02133360871129856,66.7,8,0,0.0,0.0,0,0.0,0
YPL048W,1,0.0,0.0,0.2088774062717075,5.8137527058129e-05,0.0005979531838564855,10.0,1,4,71.5,266.0,265,1.0,0
YPL146C,3,0.0,0.00017485758489772189,0.2218931803934208,0.00012900439155670367,0.0007228461610122126,16.0,3,0,0.0,0.0,0,0.0,1
YAL028W,2,0.0,2.746161392066601e-05,0.21947365872133928,0.00010023585521043896,0.0002801031791075683,19.5,2,0,0.0,0.0,0,0.0,0
YLR233C,8,0.0,0.0008440295712457185,0.2466789141123007,0.0003373023044351535,0.007276488637148243,24.25,3,5,125.2,559.0,611,0.8418716964932521,0
YAL029C,1,0.0,0.0,0.20868147091159087,6.0781779765159946e-05,0.00039605509332417996,29.0,1,4,28.75,73.0,72,1.0,0
YFL039C,29,0.054187192118226604,0.0037725607422811587,0.26630816490135284,0.0009475815798862715,0.014124397653484288,17.379310344827587,8,8,46.125,133.0,283,0.3806230108011929,1
YBL050W,12,0.15151515151515152,0.0009415950314565835,0.2443544452141446,0.00039857303310788925,0.0007575483284313203,11.0,6,2,48.5,95.0,94,1.0,1
YDR164C,4,0.0,1.7062962577482403e-05,0.20406716522542717,0.00016318758253039883,0.00015219200353829273,6.75,3,0,0.0,0.0,0,0.0,1
YDR468C,9,0.2222222222222222,0.002235518590751085,0.23579399717250213,0.00031946669172893094,0.00038719333504822433,10.666666666666666,6,4,33.0,95.0,94,1.0,1
YGR009C,13,0.0641025641025641,0.0022626164756565093,0.26340395047761406,0.00042658684574555395,0.0029913610729820467,31.23076923076923,6,2,3.0,3.0,4,0.3333333333333333,1
YOR327C,10,0.08888888888888889,0.0023496548600551214,0.2566233497246235,0.00037717604251156714,0.004469027506969884,32.6,5,3,40.666666666666664,95.0,94,1.0,0
YPL232W,4,0.16666666666666666,0.00016133453711032232,0.22633698491642693,0.0001478844863637436,0.0006364133717917646,18.0,4,5,27.0,95.0,95,0.9791713325867861,0
YAL032C,7,0.09523809523809523,0.0006578395682454377,0.2515528889671055,0.0002572600280636204,0.0011286135085677698,37.0,5,2,325.0,559.0,558,1.0,1
YDR416W,11,0.0,0.0030581498271529334,0.2492389405810645,0.0004775698209742014,0.0013033566150946116,16.818181818181817,5,3,219.33333333333334,559.0,558,1.0,1
YLR345W,7,0.047619047619047616,0.0009360716633210584,0.2479086916899867,0.0002945776560629759,0.0007136239749886731,27.0,5,0,0.0,0.0,0,0.0,0
YLR423C,68,0.013608428446005268,0.020996285284221906,0.298526957646322,0.0022652376783881155,0.012716684286043188,12.970588235294118,8,0,0.0,0.0,0,0.0,0
YPL151C,4,0.16666666666666666,0.0001926209723445045,0.23607054975226321,0.00017109414662106688,0.0013153886444081594,11.5,3,2,325.0,559.0,558,1.0,1
YAL033W,1,0.0,0.0,0.00021992522542335605,0.00021987686895338611,3.4130130264064307e-22,1.0,1,7,106.71428571428571,559.0,619,0.8502282102357388,1
YJR115W,1,0.0,0.0,0.00021992522542335605,0.00021987686895338611,3.4130130264064307e-22,1.0,1,0,0.0,0.0,0,0.0,0
YAL034W-A,4,0.0,0.00013140594808822763,0.2522133297520301,0.00015909501186767066,0.0009368383685409506,80.25,4,3,34.0,55.0,54,1.0,1
YGL172W,9,0.1388888888888889,0.00015373931335911916,0.24834566353197843,0.0002964187101336591,0.0029572288328179337,13.777777777777779,5,3,29.0,59.0,59,0.9812974868497955,1
YGR120C,16,0.075,0.0009176736795582542,0.25495163721058406,0.000547376648332052,0.0012760733475533931,13.25,5,3,41.333333333333336,95.0,94,1.0,1
YKL103C,10,0.06666666666666667,0.0014068792433569216,0.26535521334134426,0.0003612163832593311,0.0015351819775564306,45.8,7,0,0.0,0.0,0,0.0,0
YAL035W,3,0.0,0.00043990039248812117,0.1562141767061229,0.00024253064859738004,5.858381344235304e-07,3.0,2,4,282.5,559.0,558,1.0,1
YDL220C,4,0.16666666666666666,0.00033124321211697817,0.1772930327299305,0.00025546114341623664,1.0313005226515424e-05,2.75,2,1,11.0,11.0,10,1.0,1
YLR241W,3,0.0,0.0027553270910151166,0.18265603013328174,0.00023783547921113084,1.0543112119295914e-05,3.0,2,0,0.0,0.0,0,0.0,0
YAL036C,5,0.1,0.0001290443567073995,0.22075746557237547,0.00023183492046526745,0.0002442024405608283,5.6,2,0,0.0,0.0,0,0.0,0
YDL065C,14,0.04395604395604396,0.0056812128241049194,0.25161278607740184,0.0006030172136150125,0.0011796049641657619,24.642857142857142,6,0,0.0,0.0,0,0.0,0
YDR152W,3,0.0,0.00047775599921939414,0.24388916931015367,0.00016934608095186892,0.0007826833309221571,98.33333333333333,2,0,0.0,0.0,0,0.0,0
YNR022C,2,0.0,1.341250689071566e-05,0.21177630108293366,9.836153792967066e-05,0.0008213453663884667,13.5,2,7,202.14285714285714,559.0,589,0.9439786101197695,0
YAL038W,3,0.0,0.0002423753437157209,0.2078911663050498,0.0001885778942912858,0.0005692064359955825,4.333333333333333,2,1,2.0,2.0,1,0.0,1
YNL307C,10,0.1111111111111111,0.0009800998605053208,0.2584592878387106,0.0003032979652160037,0.02024333001207243,46.8,7,0,0.0,0.0,0,0.0,0
